lead_id,country,type,stage,stage_order,won,is_closed
394,India,Government,outreach,1,0,0
395,Myanmar,Government,outreach,1,0,0
396,Myanmar,Government,outreach,1,0,0
397,Myanmar,Government,outreach,1,0,0
398,Myanmar,Government,outreach,1,0,0
399,Myanmar,Government,outreach,1,0,0
400,Myanmar,Government,outreach,1,0,0
401,Myanmar,Government,outreach,1,0,0
402,Myanmar,Government,outreach,1,0,0
403,Israel,Enterprise,proposal,4,0,0
404,Israel,Enterprise,engagement,2,0,0
405,Israel,Enterprise,proposal,4,0,0
406,Israel,Enterprise,engagement,2,0,0
407,Israel,Enterprise,engagement,2,0,0
408,Israel,Enterprise,engagement,2,0,0
409,Israel,Enterprise,engagement,2,0,0
410,Israel,Enterprise,engagement,2,0,0
411,Israel,Enterprise,engagement,2,0,0
412,Israel,Enterprise,proposal,4,0,0
413,Saudi Arabia,Enterprise,engagement,2,0,0
414,USA,Enterprise,won,5,1,1
415,USA,Enterprise,won,5,1,1
416,UAE,Enterprise,won,5,1,1
417,Australia,Enterprise,won,5,1,1
418,Bulgaria,Enterprise,won,5,1,1
420,Saudi Arabia,Government,proposal,4,0,0
421,Hong Kong,Enterprise,won,5,1,1
422,USA,Enterprise,outreach,1,0,0
423,USA,Enterprise,outreach,1,0,0
424,USA,Enterprise,outreach,1,0,0
425,USA,Enterprise,outreach,1,0,0
426,USA,Enterprise,outreach,1,0,0
427,USA,Enterprise,outreach,1,0,0
428,Bangladesh,Government,outreach,1,0,0
429,Bangladesh,Government,outreach,1,0,0
430,Bangladesh,Government,outreach,1,0,0
431,Bangladesh,Government,outreach,1,0,0
432,Bangladesh,Government,outreach,1,0,0
433,Malaysia,Government,meeting,3,0,0
434,Georgia,Government,engagement,2,0,0
435,Bangladesh,Government,outreach,1,0,0
436,Bangladesh,Government,outreach,1,0,0
437,Bangladesh,Government,engagement,2,0,0
438,Bangladesh,Government,outreach,1,0,0
439,UAE,Government,meeting,3,0,0
440,Saudi Arabia,Enterprise,meeting,3,0,0
441,Cameroon,Government,outreach,1,0,0
442,CAR,Government,outreach,1,0,0
443,Cameroon,Government,outreach,1,0,0
444,Cameroon,Government,outreach,1,0,0
445,Cameroon,Government,outreach,1,0,0
446,Cameroon,Government,engagement,2,0,0
447,Guinea,Government,meeting,3,0,0
448,Guinea,Government,meeting,3,0,0
449,Algeria,Government,outreach,1,0,0
450,Angola,Government,outreach,1,0,0
451,Angola,Government,engagement,2,0,0
452,Angola,Government,outreach,1,0,0
453,Algeria,Government,outreach,1,0,0
454,Algeria,Government,outreach,1,0,0
455,Algeria,Government,outreach,1,0,0
456,Algeria,Government,outreach,1,0,0
457,Algeria,Government,outreach,1,0,0
458,Sierra Leone,Government,outreach,1,0,0
459,Sierra Leone,Government,outreach,1,0,0
460,Sierra Leone,Government,outreach,1,0,0
461,Sierra Leone,Government,outreach,1,0,0
462,Sierra Leone,Government,outreach,1,0,0
463,Sierra Leone,Government,outreach,1,0,0
464,Mauritius,Government,outreach,1,0,0
465,Sierra Leone,Government,outreach,1,0,0
466,Qatar,Government,outreach,1,0,0
467,Bolivia,Government,outreach,1,0,0
468,Cuba,Government,outreach,1,0,0
469,Spain,Enterprise,outreach,1,0,0
470,UAE,Government,outreach,1,0,0
471,Kazakhstan,Government,outreach,1,0,0
472,UAE,Government,outreach,1,0,0
473,Kenya,Government,outreach,1,0,0
474,Botswana,Government,outreach,1,0,0
475,Botswana,Government,outreach,1,0,0
476,Botswana,Government,outreach,1,0,0
477,Botswana,Government,engagement,2,0,0
478,Botswana,Government,outreach,1,0,0
479,Botswana,Government,outreach,1,0,0
480,Botswana,Government,outreach,1,0,0
481,Maldives,Government,outreach,1,0,0
482,Maldives,Government,outreach,1,0,0
483,Maldives,Government,outreach,1,0,0
484,Maldives,Government,outreach,1,0,0
485,Maldives,Government,engagement,2,0,0
486,Maldives,Government,outreach,1,0,0
487,Maldives,Government,outreach,1,0,0
488,Maldives,Government,outreach,1,0,0
489,Maldives,Government,outreach,1,0,0
490,Maldives,Government,outreach,1,0,0
491,Maldives,Government,outreach,1,0,0
492,Comoros,Government,outreach,1,0,0
493,Comoros,Government,outreach,1,0,0
494,Comoros,Government,outreach,1,0,0
495,Comoros,Government,engagement,2,0,0
496,Brunei,Government,outreach,1,0,0
497,Brunei,Government,outreach,1,0,0
498,Brunei,Government,outreach,1,0,0
499,India,Government,engagement,2,0,0
500,Tajikistan,Government,engagement,2,0,0
501,Brazil,Government,engagement,2,0,0
